Wordnum_1,Analyzed_1,Word_1,Onset_1,Offset_1,Cloze_1,,,Wordnum_p2,Wordnum_2,Analyzed_2,Word_2,Onset_2,Offset_2,Cloze_2
955,0,Tully,361.41,361.69,0.10,,,955,3211,0,wrinkled,361.98,362.26,0.00
956,0,pointed,361.7,362.02,0.00,,,956,3212,0,his,362.26,362.43,0.93
957,0,to,362.02,362.12,0.33,,,957,3213,1,"nose,",362.43,362.81,0.70
958,0,her,362.12,362.28,0.00,,,958,3214,0,which,362.9,363.07,0.00
959,0,eyes,362.28,362.59,0.07,,,959,3215,0,made,363.07,363.21,0.13
960,0,and,362.59,362.74,0.67,,,960,3216,0,his,363.21,363.32,0.13
961,0,cleared,362.74,362.98,0.00,,,961,3217,0,glasses,363.32,363.7,0.10
962,0,her,362.98,363.12,0.83,,,962,3218,0,almost,363.71,364.07,0.00
963,1,throat.,363.12,363.45,0.80,,,963,3219,0,slide,364.07,364.3,0.03
964,0,"Oooh,",364.09,364.49,0.00,,,964,3220,0,off.,364.3,364.65,0.80
965,0,of,364.69,364.93,0.00,,,965,3221,0,"Well,",365.32,365.77,0.00
966,0,course.,364.95,365.41,0.87,,,966,3222,0,Emily,366.31,366.58,0.00
967,0,Thank,365.9,366.14,0.03,,,967,3223,0,already,366.58,366.79,0.00
968,0,you,366.14,366.25,0.97,,,968,3224,0,has,366.79,367.01,0.50
969,0,dear.,366.25,366.56,0.00,,,969,3225,0,a,367.01,367.06,0.73
970,0,"Tully,",367.18,367.7,0.03,,,970,3226,0,"turtle,",367.06,367.55,0.30
971,0,I,367.83,367.96,0.03,,,971,3227,0,and,367.82,367.96,0.20
972,0,wanted,367.96,368.26,0.23,,,972,3228,0,so,367.96,368.1,0.00
973,0,to,368.26,368.36,0.97,,,973,3229,0,does,368.099999,368.199999,0.07
974,0,speak,368.36,368.69,0.00,,,974,3230,0,Xavier.,368.609999,368.789999,0.00
975,0,with,368.69,368.85,0.30,,,975,3231,0,Abby,369.57,369.87,0.00
976,0,you.,368.849999,369.039999,0.97,,,976,3232,0,has,369.87,370.02,0.27
977,0,I,369.53,369.67,0.23,,,977,3233,0,a,370.02,370.07,0.93
978,0,am,369.67,369.78,0.10,,,978,3234,0,bunny.,370.07,370.62,0.00
979,0,leaving,369.79,370.15,0.00,,,979,3235,0,Carys,371.32,371.36,0.00
980,0,after,370.15,370.42,0.00,,,980,3236,0,has,371.36,371.54,0.73
981,0,lunch,370.42,370.73,0.10,,,981,3237,0,that,371.54,371.68,0.00
982,0,for,370.74,370.9,0.03,,,982,3238,0,yellow,371.679999,371.939999,0.00
983,0,a,370.9,370.97,0.63,,,983,3239,0,talking,371.94,372.34,0.00
984,0,meeting,370.969999,371.489999,0.13,,,984,3240,0,parakeet,372.34,372.91,0.07
985,0,and,371.61,371.97,0.20,,,985,3241,0,she,372.92,373.1,0.00
986,0,I,371.98,372.1,0.77,,,986,3242,0,brought,373.099999,373.309999,0.00
987,0,won't,372.099999,372.319999,0.00,,,987,3243,0,for,373.309999,373.419999,0.03
988,0,be,372.32,372.44,1.00,,,988,3244,0,show,373.42,373.6,0.60
989,0,back,372.44,372.65,0.60,,,989,3245,0,and,373.599999,373.719999,1.00
990,0,until,372.65,372.93,0.70,,,990,3246,1,tell,373.719999,373.929999,1.00
991,0,tomorrow.,372.929999,373.489999,0.37,,,991,3247,0,last,373.929999,374.229999,0.27
992,0,I,374.03,374.15,0.33,,,992,3248,0,year.,374.23,374.44,0.30
993,0,usually,374.15,374.62,0.00,,,993,3249,0,I,375.19,375.27,0.13
994,0,take,374.62,374.85,0.07,,,994,3250,0,think,375.28,375.52,0.23
995,0,care,374.86,375.08,0.10,,,995,3251,0,everybody,375.52,375.85,0.00
996,0,of,375.08,375.16,1.00,,,996,3252,0,else,375.849999,376.199999,0.13
997,0,the,375.17,375.33,0.67,,,997,3253,0,has,376.219999,376.539999,0.57
998,0,animals,375.33,375.75,0.47,,,998,3254,0,regular,376.539999,376.899999,0.00
999,0,myself,375.75,376.29,0.00,,,999,3255,0,"pets,",376.9,377.36,0.90
1000,0,on,376.289999,376.459999,0.00,,,1000,3256,0,like,377.549999,377.729999,0.17
1001,0,"Wednesdays,",376.459999,377.049999,0.00,,,1001,3257,0,cats,377.73,378.13,0.20
1002,0,but,377.440001,377.590001,0.73,,,1002,3258,0,and,378.129999,378.309999,0.83
1003,0,I,377.59,377.67,0.83,,,1003,3259,1,dogs,378.31,378.75,1.00
1004,0,was,377.67,377.82,0.13,,,1004,3260,0,and,378.75,379.11,0.53
1005,0,hoping,377.82,378.19,0.07,,,1005,3261,0,Guinea,379.23,379.49,0.00
1006,0,you,378.190001,378.300001,0.63,,,1006,3262,1,pigs.,379.49,379.89,1.00
1007,0,might,378.3,378.54,0.07,,,1007,3263,0,"Wait,",380.71,380.98,0.00
1008,0,be,378.54,378.67,0.60,,,1008,3264,0,people,381.33,381.64,0.00
1009,0,able,378.67,378.9,0.73,,,1009,3265,0,have,381.64,381.74,0.23
1010,0,to,378.9,379.07,1.00,,,1010,3266,0,pigs,381.83,382.22,0.03
1011,0,fill,379.08,379.32,0.00,,,1011,3267,0,for,382.22,382.39,0.27
1012,0,in,379.32,379.46,0.73,,,1012,3268,0,pets?,382.39,382.9,0.00
1013,0,for,379.47,379.6,0.93,,,1013,3269,0,Rocket,383.34,383.63,0.03
1014,0,me,379.61,379.73,0.93,,,1014,3270,0,asked,383.64,383.92,0.73
1015,0,"today,",379.73,380.14,0.50,,,1015,3271,0,incredulously.,385.32,385.33,0.03
1016,0,maybe,380.47,380.77,0.00,,,1016,3272,0,Alex,385.33,385.68,0.00
1017,0,after,380.77,381.03,0.03,,,1017,3273,0,laughed.,385.68,386.09,0.03
1018,1,school?,381.03,381.45,0.00,,,1018,3274,0,"Well,",386.44,386.82,0.00
1019,0,Tully's,382.48,382.77,0.00,,,1019,3275,0,I,387.19,387.3,0.30
1020,0,heart,382.78,383.02,0.03,,,1020,3276,0,think,387.3,387.5,0.43
1021,0,did,383.03,383.18,0.00,,,1021,3277,0,that's,387.5,387.72,0.00
1022,0,a,383.18,383.23,0.73,,,1022,3278,0,possible.,387.719999,388.309999,0.00
1023,0,little,383.23,383.47,0.03,,,1023,3279,0,But,388.78,388.95,0.10
1024,0,leap.,383.47,383.86,0.00,,,1024,3280,0,Guinea,388.96,389.17,0.03
1025,0,Of,384.41,384.65,0.23,,,1025,3281,0,pigs,389.17,389.46,0.90
1026,0,"course,",384.65,385.1,1.00,,,1026,3282,0,are,389.46,389.79,0.77
1027,0,Mr,385.1,385.42,0.17,,,1027,3283,0,little,389.82,390.08,0.00
1028,0,Hornswoggle!,385.42,386.15,0.43,,,1028,3284,0,furry,390.09,390.37,0.03
1029,0,Tully,386.24,386.52,0.10,,,1029,3285,1,rodents.,390.37,390.76,0.13
1030,0,said.,386.52,386.87,0.43,,,1030,3286,0,Kind,391.15,391.33,0.00
1031,0,I'll,387.27,387.44,0.00,,,1031,3287,0,of,391.33,391.41,1.00
1032,0,just,387.44,387.67,0.00,,,1032,3288,0,like,391.41,391.55,0.87
1033,0,phone,387.67,387.9,0.00,,,1033,3289,0,hamsters.,391.549999,392.029999,0.50
1034,0,my,387.91,388.07,0.83,,,1034,3290,0,Thinking,392.91,393.23,0.00
1035,1,mother,388.07,388.36,0.07,,,1035,3291,0,of,393.23,393.34,0.33
1036,0,from,388.36,388.52,0.00,,,1036,3292,0,hamsters,393.339999,393.869999,0.20
1037,0,the,388.52,388.63,0.50,,,1037,3293,0,made,393.87,394.1,0.07
1038,0,office.,388.63,389.1,0.43,,,1038,3294,0,Tully,394.1,394.37,0.27
1039,0,I'm,389.429999,389.629999,0.00,,,1039,3295,0,think,394.379999,394.599999,0.50
1040,0,sure,389.63,389.89,0.30,,,1040,3296,0,of,394.6,394.71,0.47
1041,0,she,389.889999,390.049999,0.77,,,1041,3297,0,fluffy,394.709999,395.089999,0.00
1042,0,won't,390.05,390.25,0.20,,,1042,3298,0,Howard,395.09,395.49,0.00
1043,0,mind.,390.259999,390.719999,0.77,,,1043,3299,0,and,395.549999,395.699999,0.37
1044,0,Mom,391.54,391.78,0.00,,,1044,3300,0,his,395.699999,395.839999,0.10
1045,0,didn't,391.78,392.05,0.00,,,1045,3301,0,cute,395.84,396.1,0.00
1046,0,"care,",392.049999,392.259999,0.03,,,1046,3302,0,pink,396.15,396.47,0.00
1047,0,of,392.259999,392.379999,0.03,,,1047,3303,1,nose.,396.47,396.86,0.50
1048,0,course.,392.38,392.86,0.93,,,1048,3304,0,Which,397.45,397.65,0.03
1049,0,She,393.11,393.29,0.43,,,1049,3305,0,made,397.65,397.8,0.00
1050,0,is,393.29,393.4,0.00,,,1050,3306,0,her,397.8,397.9,0.13
1051,0,great,393.4,393.63,0.00,,,1051,3307,0,think,397.9,398.1,0.33
1052,0,like,393.63,393.79,0.07,,,1052,3308,0,of,398.1,398.2,0.30
1053,0,that!,393.79,394.02,0.77,,,1053,3309,0,the,398.2,398.29,0.37
1054,0,After,395.139999,395.459999,0.03,,,1054,3310,0,library,398.29,398.86,0.03
1055,0,"school,",395.459999,395.979999,0.47,,,1055,3311,0,and,399.04,399.18,0.27
1056,0,Tully,396.24,396.5,0.53,,,1056,3312,0,Coco's,399.61,399.62,0.03
1057,0,hugged,396.5,396.8,0.00,,,1057,3313,0,empty,399.62,399.93,0.00
1058,0,all,396.85,397.07,0.00,,,1058,3314,0,aquarium.,399.93,400.58,0.23
1059,0,of,397.08,397.17,0.33,,,1059,3315,0,She,401.25,401.47,0.47
1060,0,her,397.18,397.29,0.50,,,1060,3316,0,then,401.47,401.67,0.13
1061,1,friends,397.29,397.57,0.80,,,1061,3317,0,smacked,401.67,402.07,0.00
1062,0,"goodbye,",397.57,398.05,0.13,,,1062,3318,0,her,402.07,402.24,0.70
1063,0,slung,398.25,398.49,0.00,,,1063,3319,0,own,402.36,402.74,0.03
1064,0,her,398.5,398.62,0.80,,,1064,3320,0,forehead.,402.74,403.45,0.30
1065,0,backpack,398.62,399.08,0.73,,,1065,3321,0,Guys!,404.01,404.72,0.00
1066,0,over,399.09,399.35,0.60,,,1066,3322,0,We've,404.97,405.17,0.00
1067,0,her,399.35,399.48,0.97,,,1067,3323,0,been,405.17,405.31,0.17
1068,1,"shoulder,",399.48,399.95,0.93,,,1068,3324,0,missing,405.309999,405.639999,0.00
1069,0,and,399.98,400.17,0.83,,,1069,3325,0,a,405.65,405.74,0.23
1070,0,made,400.17,400.41,0.00,,,1070,3326,0,critical,405.74,406.26,0.00
1071,0,her,400.41,400.59,0.60,,,1071,3327,0,piece,406.26,406.53,0.10
1072,0,way,400.59,400.82,0.80,,,1072,3328,0,of,406.53,406.68,0.93
1073,0,to,400.82,400.94,0.83,,,1073,3329,0,evidence.,406.69,407.32,0.43
1074,0,the,400.94,401.05,0.93,,,1074,3330,0,Tully,408.16,408.44,0.07
1075,0,library.,401.05,401.66,0.70,,,1075,3331,0,had,408.45,408.55,0.07
1076,0,Right,402.53,402.77,0.00,,,1076,3332,0,almost,408.559999,408.889999,0.00
1077,0,"away,",402.77,403.2,0.23,,,1077,3333,0,completely,408.91,409.66,0.00
1078,0,she,403.22,403.43,0.90,,,1078,3334,0,forgotten,409.66,410.19,0.43
1079,0,noticed,403.43,403.76,0.33,,,1079,3335,0,about,410.19,410.43,0.43
1080,0,Howard,403.76,404.14,0.00,,,1080,3336,0,the,410.429999,410.509999,0.90
1081,0,the,404.139999,404.219999,0.33,,,1081,3337,0,block,410.509999,410.769999,0.00
1082,0,hamster's,404.55,404.71,0.07,,,1082,3338,0,of,410.75,410.83,0.83
1083,0,lid,404.78,405,0.00,,,1083,3339,1,cheese,410.839999,411.279999,0.57
1084,0,was,405.04,405.19,0.90,,,1084,3340,0,with,411.299999,411.449999,0.17
1085,0,ajar.,405.19,405.62,0.03,,,1085,3341,0,the,411.45,411.57,0.73
1086,0,Howard,406.21,406.56,0.03,,,1086,3342,0,bite,411.58,411.83,0.47
1087,0,was,406.559999,406.709999,0.63,,,1087,3343,1,marks,411.83,412.13,0.37
1088,0,running,406.71,406.95,0.07,,,1088,3344,0,in,412.129999,412.249999,0.37
1089,0,in,406.95,407.04,0.07,,,1089,3345,0,"it,",412.25,412.36,0.73
1090,0,his,407.04,407.16,0.17,,,1090,3346,0,which,412.799999,412.959999,0.10
1091,0,metal,407.16,407.4,0.00,,,1091,3347,0,had,412.959999,413.089999,0.07
1092,1,wheel.,407.4,407.72,0.73,,,1092,3348,0,probably,413.09,413.73,0.00
1093,0,He,408.21,408.36,0.27,,,1093,3349,0,been,413.73,413.92,0.77
1094,0,gave,408.36,408.59,0.00,,,1094,3350,0,left,413.92,414.14,0.20
1095,0,Tully,408.68,408.88,0.03,,,1095,3351,0,by,414.139999,414.259999,0.60
1096,0,a,408.94,408.95,0.93,,,1096,3352,0,the,414.26,414.38,NA
1097,0,"look,",408.95,409.27,0.43,,,1097,3353,0,turtle,414.38,414.64,0.20
1098,0,twitched,409.719999,409.779999,0.00,,,1098,3354,0,snatcher.,414.96,415.15,0.10
1099,0,his,409.78,409.91,0.60,,,1099,3355,0,And,415.65,415.88,0.00
1100,1,"nose,",409.91,410.25,0.63,,,1100,3356,0,maybe,415.89,416.57,0.00
1101,0,and,410.28,410.45,0.87,,,1101,3357,0,they,416.91,417.06,0.13
1102,0,kept,410.45,410.68,0.23,,,1102,3358,0,could,417.06,417.19,0.40
1103,0,right,410.679999,410.929999,0.00,,,1103,3359,0,use,417.19,417.33,0.10
1104,0,on,410.99,411.28,0.67,,,1104,3360,0,it,417.33,417.45,0.10
1105,0,running.,411.32,411.7,0.83,,,1105,3361,0,to,417.45,417.52,0.70
1106,0,Tully,412.51,412.77,0.47,,,1106,3362,0,catch,417.52,417.85,0.07
1107,0,fixed,412.77,413.06,0.07,,,1107,3363,0,him!,417.85,418.03,0.00
1108,0,his,413.059999,413.249999,0.20,,,1108,3364,0,Just,419.17,419.47,0.00
1109,0,"lid,",413.25,413.58,0.77,,,1109,3365,0,then,419.47,419.67,0.30
1110,0,then,413.98,414.19,0.03,,,1110,3366,0,the,419.67,419.76,0.23
1111,0,got,414.190001,414.320001,0.03,,,1111,3367,0,bell,419.76,419.98,0.30
1112,0,the,414.32,414.41,0.07,,,1112,3368,0,rang.,419.98,420.31,0.87
1113,0,plastic,414.42,414.83,0.00,,,1113,3369,0,I,420.98,421.09,0.07
1114,0,container,414.83,415.36,0.17,,,1114,3370,0,will,421.09,421.21,0.10
1115,0,full,415.36,415.55,0.00,,,1115,3371,0,make,421.21,421.36,0.03
1116,0,of,415.55,415.66,0.93,,,1116,3372,0,sure,421.36,421.53,0.30
1117,0,crickets,415.66,416.1,0.00,,,1117,3373,0,to,421.53,421.6,0.13
1118,0,to,416.1,416.23,0.23,,,1118,3374,0,bring,421.6,421.76,0.07
1119,0,feed,416.23,416.48,0.83,,,1119,3375,0,the,421.76,421.85,0.70
1120,0,to,416.48,416.6,0.10,,,1120,3376,0,cheese,421.85,422.13,0.60
1121,0,Fluffy,416.6,417.06,0.03,,,1121,3377,0,tomorrow,422.13,422.69,0.07
1122,0,the,417.06,417.19,0.83,,,1122,3378,0,and,422.76,422.79,0.13
1123,0,tarantula.,417.19,417.98,0.33,,,1123,3379,0,we,422.8,422.94,0.50
1124,0,And,419.27,419.52,0.07,,,1124,3380,0,will,422.94,423.05,0.37
1125,0,that's,419.52,419.98,0.00,,,1125,3381,0,use,423.05,423.21,0.03
1126,0,when,420.16,420.32,0.33,,,1126,3382,0,it,423.21,423.31,0.93
1127,0,"Tully,",420.33,420.83,0.03,,,1127,3383,0,to,423.309999,423.379999,1.00
1128,0,the,421.01,421.14,0.07,,,1128,3384,0,find,423.38,423.66,0.40
1129,0,great,421.15,421.5,0.03,,,1129,3385,0,"Coco,",423.66,424.08,0.07
1130,0,"detective,",421.5,422.13,0.43,,,1130,3386,0,Tully,424.389999,424.659999,0.30
1131,0,noticed,422.55,422.92,0.57,,,1131,3387,0,said.,424.66,424.92,0.93
1132,0,the,422.92,422.97,0.07,,,1132,3388,0,They,425.75,425.89,0.10
1133,0,aquarium's,423.19,423.6,0.00,,,1133,3389,0,all,425.889999,426.009999,0.33
1134,0,lid,423.61,423.83,0.67,,,1134,3390,0,said,426.009999,426.219999,0.03
1135,0,was,423.83,423.96,0.97,,,1135,3391,0,their,426.219999,426.329999,0.00
1136,0,ajar,423.96,424.32,0.27,,,1136,3392,0,goodbyes,426.33,426.84,0.70
1137,0,too.,424.32,424.8,0.13,,,1137,3393,0,and,426.84,427.01,0.90
1138,0,Interesting!,425.4,426.17,0.00,,,1138,3394,0,headed,427.009999,427.229999,0.00
1139,0,Coco,427.04,427.39,0.00,,,1139,3395,0,home,427.23,427.43,0.37
1140,0,always,427.46,427.79,0.00,,,1140,3396,0,for,427.429999,427.539999,0.37
1141,0,spends,427.79,428.12,0.00,,,1141,3397,0,the,427.54,427.61,0.80
1142,0,his,428.12,428.27,0.37,,,1142,3398,0,day.,427.61,427.91,0.73
1143,0,time,428.27,428.65,0.87,,,1143,3399,0,Tully,429.12,429.39,0.17
1144,0,swimming,428.65,429,0.00,,,1144,3400,0,woke,429.389999,429.619999,0.03
1145,0,around,429,429.24,0.27,,,1145,3401,0,up,429.62,429.77,0.90
1146,0,his,429.24,429.35,0.07,,,1146,3402,0,on,429.77,429.91,0.03
1147,0,aquarium,429.349999,429.989999,0.43,,,1147,3403,0,Friday,429.92,430.23,0.03
1148,0,or,430.379999,430.759999,0.00,,,1148,3404,0,morning,430.23,430.66,0.27
1149,0,laying,430.779999,431.149999,0.03,,,1149,3405,0,and,430.719999,430.869999,0.70
1150,0,on,431.15,431.25,0.63,,,1150,3406,0,it,430.869999,430.939999,0.00
1151,0,a,431.25,431.33,0.03,,,1151,3407,0,was,430.940001,431.100001,0.90
1152,1,rock,431.33,431.74,0.70,,,1152,3408,0,pouring,431.129999,431.729999,0.00
1153,0,under,431.75,431.97,0.00,,,1153,3409,1,rain,431.73,431.95,0.53
1154,0,his,431.969999,432.169999,0.07,,,1154,3410,0,outside.,431.949999,432.389999,0.53
1155,0,UV,432.17,432.52,0.00,,,1155,3411,0,The,433.01,433.13,0.07
1156,0,sun,432.53,432.83,0.00,,,1156,3412,0,sky,433.13,433.36,0.13
1157,1,"lamp,",432.83,433.11,0.53,,,1157,3413,0,was,433.36,433.54,0.97
1158,0,which,433.26,433.44,0.00,,,1158,3414,0,so,433.54,433.82,0.03
1159,0,Mr,433.44,433.78,0.00,,,1159,3415,0,dark,433.82,434.19,0.73
1160,0,Hornswoggle,433.79,434.29,0.50,,,1160,3416,0,that,434.22,434.41,0.33
1161,0,called,434.32,434.58,0.00,,,1161,3417,0,Tully,434.41,434.68,0.00
1162,0,basking.,434.62,435.16,0.00,,,1162,3418,0,almost,434.68,434.95,0.00
1163,0,Tully,436.12,436.38,0.20,,,1163,3419,0,crawled,434.95,435.24,0.00
1164,0,searched,436.38,436.72,0.00,,,1164,3420,0,back,435.29,435.63,0.57
1165,0,the,436.72,436.82,0.37,,,1165,3421,0,beneath,435.63,435.92,0.00
1166,0,whole,436.82,437.09,0.00,,,1166,3422,0,her,435.93,436.05,0.27
1167,0,"enclosure,",437.09,437.67,0.00,,,1167,3423,0,blankets,436.05,436.58,0.13
1168,0,but,437.99,438.12,0.40,,,1168,3424,0,because,436.58,436.87,0.03
1169,0,he,438.12,438.18,0.00,,,1169,3425,0,she,436.87,437.01,0.60
1170,0,wasn't,438.18,438.47,0.23,,,1170,3426,0,was,437.01,437.19,0.43
1171,0,basking,438.48,438.97,0.00,,,1171,3427,0,so,437.19,437.6,0.30
1172,0,or,438.97,439.06,0.07,,,1172,3428,0,cozy.,437.63,438.13,0.00
1173,0,blending,439.07,439.4,0.00,,,1173,3429,0,But,438.93,439.06,0.13
1174,0,in,439.4,439.54,0.77,,,1174,3430,0,she,439.06,439.19,0.63
1175,0,anywhere.,439.55,440.13,0.07,,,1175,3431,0,had,439.19,439.3,0.13
1176,0,Coco,440.53,440.85,0.00,,,1176,3432,0,too,439.3,439.39,0.03
1177,0,was,440.849999,441.079999,0.43,,,1177,3433,0,much,439.39,439.61,0.30
1178,0,gone!,441.08,441.6,0.03,,,1178,3434,0,to,439.61,439.7,0.67
1179,0,Tully's,442.26,442.56,0.00,,,1179,3435,0,"do,",439.7,439.98,0.83
1180,0,heart,442.57,442.88,0.37,,,1180,3436,0,including,440.349999,440.859999,0.00
1181,0,was,442.88,443.04,0.13,,,1181,3437,0,solving,440.86,441.25,0.07
1182,0,beating,443.08,443.5,0.40,,,1182,3438,0,the,441.25,441.34,0.93
1183,0,like,443.509999,443.639999,0.03,,,1183,3439,0,turtle,441.34,441.61,0.17
1184,0,a,443.639999,443.699999,0.83,,,1184,3440,0,snatcher,441.91,442,0.70
1185,0,million,443.71,444.21,0.00,,,1185,3441,0,case,442,442.36,0.60
1186,0,pounding,444.21,444.64,0.00,,,1186,3442,0,and,442.389999,442.579999,0.33
1187,0,horses,444.65,445.08,0.03,,,1187,3443,0,bringing,442.58,442.87,0.00
1188,0,were,445.08,445.23,0.00,,,1188,3444,0,Coco,442.87,443.16,0.33
1189,0,stuck,445.23,445.55,0.00,,,1189,3445,0,home,443.16,443.38,0.17
1190,0,inside,445.549999,445.969999,0.07,,,1190,3446,0,safely.,443.389999,443.959999,0.03
1191,0,her.,445.969999,446.199999,0.30,,,1191,3447,0,She,444.79,445,0.33
1192,0,Where,446.679999,447.159999,0.00,,,1192,3448,0,got,445,445.14,0.37
1193,0,in,447.19,447.36,0.00,,,1193,3449,0,on,445.139999,445.229999,0.07
1194,0,the,447.36,447.45,0.93,,,1194,3450,0,the,445.23,445.33,0.47
1195,0,world,447.46,448,0.87,,,1195,3451,0,bus,445.33,445.64,0.50
1196,0,was,448.029999,448.269999,0.03,,,1196,3452,0,and,445.67,445.82,0.83
1197,0,Coco?,448.27,448.87,0.70,,,1197,3453,0,headed,445.82,446.04,0.23
1198,0,Could,449.34,449.5,0.00,,,1198,3454,0,to,446.04,446.12,0.73
1199,0,he,449.5,449.59,0.83,,,1199,3455,1,school.,446.12,446.54,0.70
1200,0,have,449.609,449.68,0.43,,,1200,3456,0,When,447.179999,447.329999,0.27
1201,0,climbed,449.709999,450.099999,0.00,,,1201,3457,0,the,447.33,447.42,0.03
1202,0,out,450.109999,450.239999,0.80,,,1202,3458,0,bus,447.42,447.64,0.70
1203,0,of,450.24,450.36,0.83,,,1203,3459,0,dropped,447.639999,447.889999,0.00
1204,0,his,450.36,450.52,0.33,,,1204,3460,0,her,447.889999,448.019999,0.70
1205,0,glass,450.53,450.84,0.00,,,1205,3461,0,"off,",448.02,448.28,0.93
1206,1,cage?,450.84,451.37,0.00,,,1206,3462,0,she,448.309999,448.529999,0.80
1207,0,Tully,451.48,451.75,0.37,,,1207,3463,0,pulled,448.529999,448.809999,0.00
1208,0,thought.,451.76,452.08,0.07,,,1208,3464,0,her,448.809999,448.889999,0.17
1209,0,She,452.81,452.97,0.33,,,1209,3465,0,raincoat's,449.190001,449.410001,0.00
1210,0,got,452.97,453.09,0.00,,,1210,3466,0,hood,449.41,449.71,0.57
1211,0,down,453.1,453.33,0.00,,,1211,3467,0,over,449.709999,449.989999,0.43
1212,0,on,453.33,453.41,0.70,,,1212,3468,0,her,449.99,450.13,0.93
1213,0,the,453.41,453.5,0.33,,,1213,3469,0,head,450.129999,450.419999,0.83
1214,1,floor,453.5,453.86,0.80,,,1214,3470,0,and,450.45,450.67,0.77
1215,0,and,453.86,454.05,0.80,,,1215,3471,0,dashed,450.67,451.14,0.00
1216,0,crawled,454.05,454.34,0.00,,,1216,3472,0,through,451.15,451.33,0.00
1217,0,"around,",454.34,454.79,0.60,,,1217,3473,0,the,451.33,451.44,0.93
1218,0,checking,455.01,455.32,0.00,,,1218,3474,0,rain.,451.44,451.78,0.50
1219,0,under,455.35,455.57,0.30,,,1219,3475,0,Mr,452.5,452.78,0.00
1220,0,the,455.57,455.67,0.83,,,1220,3476,0,Sleuth,452.78,453.1,0.07
1221,0,tables,455.67,456.17,0.13,,,1221,3477,0,held,453.1,453.29,0.00
1222,0,and,456.23,456.33,0.67,,,1222,3478,0,the,453.29,453.36,0.43
1223,0,the,456.34,456.43,0.20,,,1223,3479,0,front,453.36,453.6,0.00
1224,0,bookcases.,456.43,457.18,0.03,,,1224,3480,1,door,453.6,453.81,0.73
1225,0,But,457.76,457.95,0.00,,,1225,3481,0,open,453.81,454.11,0.70
1226,0,all,458,458.28,0.00,,,1226,3482,0,for,454.11,454.25,0.87
1227,0,Tully,458.29,458.6,0.00,,,1227,3483,0,her.,454.25,454.49,0.63
1228,0,saw,458.599999,458.899999,0.30,,,1228,3484,0,Caleb,455.02,455.43,0.00
1229,0,were,458.91,459.08,0.00,,,1229,3485,0,was,455.44,455.64,0.53
1230,0,little,459.08,459.33,0.00,,,1230,3486,0,already,455.65,456.09,0.07
1231,0,white,459.33,459.61,0.00,,,1231,3487,0,waiting,456.09,456.58,0.10
1232,0,"hairs,",459.61,460.06,0.07,,,1232,3488,0,in,456.9,457.06,0.07
1233,0,which,460.23,460.37,0.03,,,1233,3489,0,the,457.06,457.16,0.93
1234,0,stuck,460.38,460.7,0.00,,,1234,3490,0,"lobby,",457.16,457.62,0.00
1235,0,to,460.7,460.8,0.50,,,1235,3491,0,shaking,457.72,458.13,0.00
1236,0,the,460.8,460.9,0.60,,,1236,3492,0,out,458.13,458.22,0.00
1237,0,knees,460.9,461.17,0.03,,,1237,3493,0,his,458.24,458.47,0.70
1238,0,of,461.17,461.29,0.87,,,1238,3494,0,wet,458.47,458.73,0.07
1239,0,her,461.29,461.41,0.83,,,1239,3495,0,hair.,458.74,459.16,0.10
1240,1,pants.,461.41,461.9,0.60,,,1240,3496,0,Come,459.889999,460.159999,0.00
1241,0,"Hmmm,",462.719999,463.039999,0.00,,,1241,3497,0,"on,",460.16,460.51,0.40
1242,0,what,463.52,463.7,0.13,,,1242,3498,0,Tully,460.95,461.23,0.17
1243,0,could,463.7,463.88,0.17,,,1243,3499,0,said,461.23,461.49,0.87
1244,0,those,463.88,464.09,0.00,,,1244,3500,0,grabbing,461.49,461.82,0.00
1245,0,be,464.11,464.27,0.33,,,1245,3501,0,his,461.82,461.94,0.20
1246,0,from?,464.27,464.61,0.43,,,1246,3502,0,hand.,461.94,462.28,0.37
1247,0,But,465.4,465.6,0.00,,,1247,3503,0,We,462.66,462.77,0.40
1248,0,first,465.62,465.91,0.00,,,1248,3504,0,have,462.77,462.91,0.43
1249,0,things,465.91,466.15,0.03,,,1249,3505,0,work,462.91,463.12,0.00
1250,0,"first,",466.15,466.56,0.77,,,1250,3506,0,to,463.12,463.24,0.90
1251,0,why,466.789999,467.029999,0.00,,,1251,3507,0,do.,463.24,463.49,0.93
1252,0,would,467.029999,467.209999,0.23,,,1252,3508,0,They,464.299999,464.429999,0.20
1253,0,someone,467.209999,467.499999,0.03,,,1253,3509,0,gathered,464.429999,464.739999,0.00
1254,0,steal,467.5,468,0.07,,,1254,3510,0,the,464.759999,464.869999,0.03
1255,0,Coco?,468.05,468.64,0.70,,,1255,3511,0,gang,464.87,465.26,0.07
1256,0,Since,469.1,469.38,0.00,,,1256,3512,0,and,465.299999,465.449999,0.50
1257,0,Tully,469.38,469.73,0.03,,,1257,3513,0,went,465.45,465.65,0.23
1258,0,was,469.73,469.91,0.43,,,1258,3514,0,to,465.65,465.73,0.90
1259,0,an,469.91,469.99,0.00,,,1259,3515,0,the,465.73,465.84,0.90
1260,0,amazing,469.99,470.47,0.00,,,1260,3516,0,auditorium.,465.839999,466.519999,0.00
1261,0,"detective,",470.47,471.07,0.70,,,1261,3517,0,The,467.16,467.28,0.10
