Word,Coded by Gentle,Picked up by Gentle,Onset Time ,Offset Time,,Word,Coded by Gentle,Picked up by Gentle,Onset Time ,Offset Time
can,can,can,602.599999,602.719999,,she,she,she,602.91,603.11
help,help,help,602.72,602.99,,squeaked.,squeaked,squeaked,603.11,603.52
"us,",us,us,602.99,603.3,,I,I,i,604.139999,604.499999
Tully,Tully,tully,603.66,603.96,,thought,thought,thought,604.74,604.97
said,said,said,603.96,604.24,,Coco,Coco,coco,605.02,605.34
as,as,as,604.3,604.46,,was,was,was,605.34,605.52
she,she,she,604.46,604.59,,a,a,a,605.52,605.56
whipped,whipped,whipped,604.59,604.83,,boy.,boy,boy,605.559999,606.059999
out,out,out,604.83,604.91,,Nope!,Nope,nope,606.719999,607.099999
her,her,her,604.929999,605.059999,,Surprise!,Surprise,surprise,607.36,608.16
notebook.,notebook,notebook,605.059999,605.529999,,Caleb,Caleb,caleb,608.37,608.77
What,What,what,606.29,606.5,,said.,said,said,608.77,609.06
do,do,do,606.5,606.54,,"Well,",Well,well,609.78,610.13
you,you,you,606.54,606.65,,I,I,i,610.41,610.5
mean,mean,mean,606.65,606.92,,don't,don't,don't,610.5,610.68
by,by,by,606.92,607.23,,think,think,think,610.690001,610.880001
aquatic,aquatic,aquatic,607.259999,607.829999,,I,I,i,610.879999,610.939999
turtle?,turtle,turtle,607.83,608.25,,can,can,can,610.940001,611.110001
Aquatic,Aquatic,aquatic,609.299999,609.719999,,help,help,help,611.109999,611.329999
turtles,turtles,turtles,609.719999,610.099999,,you.,you,you,611.33,611.57
need,need,need,610.1,610.22,,Sorry!,Sorry,sorry,611.85,612.35
to,to,to,610.23,610.34,,Emily,Emily,emily,613.04,613.35
be,be,be,610.34,610.42,,said,said,said,613.36,613.58
in,in,in,610.42,610.54,,trying,trying,trying,613.59,613.86
water,water,water,610.539999,610.939999,,to,to,to,613.86,613.96
most,most,most,610.959999,611.169999,,walk,walk,walk,613.96,614.17
of,of,of,611.17,611.26,,away.,away,away,614.17,614.55
the,the,the,611.26,611.33,,Tully,Tully,tully,615.3,615.56
"time,",time,time,611.33,611.73,,was,was,was,615.56,615.72
that's,that's,that's,612.35,612.53,,getting,getting,getting,615.72,615.98
why,why,why,612.53,612.63,,one,one,one,615.98,616.12
their,their,their,612.63,612.79,,of,of,of,616.12,616.19
feet,feet,feet,612.799999,613.029999,,those,those,those,616.19,616.38
are,are,are,613.03,613.1,,funny,funny,funny,616.38,616.75
webbed.,webbed,webbed,613.1,613.45,,detective,detective,detective,616.75,617.35
Land,Land,land,614.24,614.55,,feelings,feelings,feelings,617.35,617.72
turtles,turtles,turtles,614.55,615.01,,in,in,in,617.72,617.81
like,like,like,615.01,615.18,,her,her,her,617.81,617.95
to,to,to,615.18,615.3,,belly.,belly,belly,617.95,618.45
swim,swim,swim,615.3,615.7,,"Emily,",Emily,emily,619.25,619.82
"sometimes,",sometimes,sometimes,615.71,616.3,,maybe,maybe,maybe,620.29,620.54
but,but,but,616.72,616.87,,you,you,you,620.54,620.71
they,they,they,616.87,616.96,,can,can,can,620.74,621.09
spend,spend,spend,616.96,617.21,,help,help,help,621.099999,621.379999
a,a,a,617.21,617.27,,us.,us,us,621.38,621.72
lot,lot,lot,617.27,617.42,,Can,Can,can,622.3,622.48
of,of,of,617.42,617.52,,we,we,we,622.48,622.62
"time,",time,time,617.52,617.99,,see,see,see,622.62,622.76
"well,",well,well,618.08,618.45,,the,the,the,622.76,622.86
on,on,on,618.76,618.98,,book,book,book,622.86,623.09
land.,land,land,618.98,619.41,,you,you,you,623.09,623.18
What,What,what,620.389999,620.599999,,were,were,were,623.179999,623.299999
kind,kind,kind,620.599999,620.789999,,looking,looking,looking,623.3,623.58
of,of,of,620.79,620.91,,at?,at,at,623.58,623.82
aquatic,aquatic,aquatic,620.91,621.31,,she,she,she,624.3,624.54
turtle,turtle,turtle,621.309999,621.599999,,asked.,asked,asked,624.54,624.95
is,is,is,621.599999,621.729999,,Emily,Emily,emily,625.7,626.05
Coco?,Coco,coco,621.73,622.21,,"hesitated,",hesitated,hesitated,626.049999,626.709999
Tully,Tully,tully,622.86,623.18,,biting,biting,biting,626.91,627.24
asked.,asked,asked,623.19,623.59,,her,her,her,627.24,627.39
Javier,Javier,javier,624.28,624.65,,lower,lower,lower,627.389999,627.689999
shrugged,shrugged,shrugged,624.65,624.94,,lip.,lip,lip,627.69,628.06
again.,again,again,624.94,625.32,,Okay.,Okay,okay,629.059999,629.729999
I,I,i,626,626.09,,It's,It's,it's,630.049999,630.299999
don't,don't,don't,626.09,626.24,,"just,",just,just,630.3,630.61
know.,know,know,626.24,626.61,,you,you,you,630.7,630.86
Some,Some,some,627.07,627.27,,"know,",know,know,630.86,631.2
kind,kind,kind,627.27,627.43,,a,a,a,631.29,631.41
of,of,of,627.429999,627.559999,,turtle,turtle,turtle,631.41,631.72
map,map,map,627.559999,627.839999,,"book,",book,book,631.72,632.05
turtle.,turtle,turtle,627.839999,628.229999,,because,because,because,632.39,632.66
The,The,the,628.690001,628.810001,,I,I,i,632.66,632.74
pattern,pattern,pattern,628.809999,629.369999,,have,have,have,632.75,632.96
of,of,of,629.379999,629.599999,,a,a,a,632.96,633
"white,",white,white,629.6,629.88,,turtle,turtle,turtle,633,633.34
"black,",black,black,630.01,630.4,,already.,already,already,633.34,633.76
and,and,and,630.43,630.65,,As,As,as,633.99,634.32
green,green,green,630.65,630.91,,a,a,a,634.32,634.38
lines,lines,lines,630.91,631.32,,"pet,",pet,pet,634.38,634.7
and,and,and,631.32,631.49,,at,at,at,634.81,635
circles,circles,circles,631.49,631.98,,home.,home,home,635,635.42
all,all,all,632.02,632.19,,She,She,she,636.23,636.46
over,over,over,632.19,632.38,,handed,handed,handed,636.46,636.78
his,his,his,632.38,632.54,,Tully,Tully,tully,636.78,637.07
carapace,carapace,<unk>,633.22,633.23,,the,the,the,637.07,637.18
looks,looks,looks,633.27,633.5,,book:,book,book,637.18,637.51
like,like,like,633.5,633.62,,The,The,the,638.07,638.23
a,a,a,633.62,633.66,,Care,Care,care,638.23,638.68
"map,",map,map,633.66,634.08,,and,and,and,638.679999,638.929999
but,but,but,634.78,634.92,,Feeding,Feeding,feeding,638.929999,639.349999
there,there,there,634.92,635.04,,of,of,of,639.389999,639.539999
are,are,are,635.04,635.11,,Aquatic,Aquatic,aquatic,639.54,640.04
lots,lots,lots,635.11,635.39,,Turtles.,Turtles,turtles,640.04,640.59
of,of,of,635.41,635.441,,Tully,Tully,tully,641.219999,641.499999
different,different,different,635.44,635.73,,stared,stared,stared,641.5,641.76
kinds,kinds,kinds,635.73,635.94,,at,at,at,641.759999,641.839999
of,of,of,635.94,636.06,,the,the,the,641.84,641.94
map,map,map,636.06,636.28,,cover.,cover,cover,641.94,642.36
turtles.,turtles,turtles,636.28,636.69,,Emily,Emily,emily,643.27,643.87
And,And,and,637.05,637.2,,Isn't,Isn't,isn't,644.37,644.65
we,we,we,637.2,637.29,,your,your,your,644.65,644.8
don't,don't,don't,637.29,637.44,,turtle,turtle,turtle,644.83,645.32
have,have,have,637.44,637.61,,a,a,a,645.429999,645.539999
any,any,any,637.67,637.97,,box,box,box,645.54,645.99
as,as,as,637.97,638.14,,turtle?,turtle,turtle,645.99,646.45
pretty,pretty,pretty,638.16,638.43,,Tully,Tully,tully,646.869999,647.179999
as,as,as,638.429999,638.589999,,asked.,asked,asked,647.199999,647.649999
Coco,Coco,coco,638.59,638.94,,Yes.,Yes,yes,648.38,648.94
at,at,at,638.94,639.06,,Box,Box,box,649.87,650.21
the,the,the,639.059999,639.169999,,turtles,turtles,turtles,650.21,650.59
pet,pet,pet,639.179999,639.409999,,are,are,are,650.63,650.92
store.,store,store,639.41,639.76,,land,land,land,650.92,651.33
Tully,Tully,tully,640.63,640.89,,"turtles,",turtles,turtles,651.38,651.85
stopped,stopped,stopped,640.889999,641.209999,,right?,right,right,651.85,652.2
him,him,him,641.21,641.46,,"Yes,",Yes,yes,653.22,653.72
and,and,and,641.52,641.67,,Emily,Emily,emily,654.57,654.9
wrinkled,wrinkled,wrinkled,641.67,641.97,,said,said,said,654.91,655.16
her,her,her,641.969999,642.069999,,so,so,so,655.16,655.43
nose.,nose,nose,642.07,642.44,,softly,softly,softly,655.43,656.1
"Wait,",Wait,wait,643.139999,643.509999,,that,that,that,656.15,656.32
what,what,what,644.25,644.41,,they,they,they,656.32,656.43
is,is,is,644.41,644.51,,could,could,could,656.429999,656.549999
a,a,a,644.51,644.52,,barely,barely,barely,656.559999,656.929999
carapace?,carapace,<unk>,645.46,645.47,,hear,hear,hear,656.929999,657.189999
His,His,his,646.27,646.44,,her.,her,her,657.19,657.49
"shell,",shell,shell,646.440001,646.820001,,But,But,but,658.34,658.51
Javier,Javier,javier,647.029999,647.429999,,this,this,this,658.51,658.7
explained.,explained,explained,647.43,647.99,,book,book,book,658.7,658.9
"Oh,",Oh,oh,648.549999,648.959999,,is,is,is,658.9,659.01
why,why,why,649.4,649.59,,for,for,for,659.01,659.14
didn't,didn't,didn't,649.58,649.72,,taking,taking,taking,659.139999,659.479999
you,you,you,649.72,649.88,,care,care,care,659.48,659.81
say,say,say,649.88,650.14,,of,of,of,659.82,659.96
that,that,that,650.14,650.37,,an,an,an,659.96,660.05
silly!,silly,silly,650.37,650.88,,aquatic,aquatic,aquatic,660.05,660.53
Tully,Tully,tully,651.51,651.79,,turtleu2013,turtleu2013,<unk>,660.54,660.98
laughed,laughed,laughed,651.79,652.28,,a,a,a,661.28,661.36
and,and,and,652.37,652.53,,water,water,water,661.36,661.74
all,all,all,652.54,652.72,,turtle.,turtle,turtle,661.74,662.2
of,of,of,652.72,652.8,,Coco,Coco,coco,663.219999,663.589999
them,them,them,652.8,652.97,,is,is,is,663.589999,663.729999
continued,continued,continued,652.97,653.5,,an,an,an,663.73,663.83
going,going,going,653.5,653.76,,aquatic,aquatic,aquatic,663.83,664.2
over,over,over,653.78,654.17,,"turtle,",turtle,turtle,664.199999,664.769999
Tully's,Tully's,<unk>,654.23,654.54,,right?,right,right,665.029999,665.449999
notes.,notes,notes,654.57,655,,Emily,Emily,emily,666.38,666.72
"Suddenly,",Suddenly,suddenly,656.099999,656.719999,,nodded.,nodded,nodded,666.72,667.17
the,the,the,656.889999,656.989999,,Her,Her,her,667.6,667.76
most,most,most,656.99,657.22,,lower,lower,lower,667.76,668.05
popular,popular,popular,657.23,657.78,,lip,lip,lip,668.05,668.22
girl,girl,girl,657.78,658.04,,was,was,was,668.22,668.4
in,in,in,658.04,658.18,,trembling.,trembling,trembling,668.4,669.01
"class,",class,class,658.179999,658.699999,,"Emily,",Emily,emily,669.96,670.58
"Megan,",Megan,megan,658.79,659.27,,Tully,Tully,tully,671.16,671.46
pranced,pranced,<unk>,659.55,659.9,,said,said,said,671.46,671.66
over,over,over,659.9,660.15,,gently.,gently,gently,671.66,672.14
to,to,to,660.15,660.31,,Is,Is,is,672.73,672.88
see,see,see,660.309999,660.489999,,there,there,there,672.88,673.02
what,what,what,660.49,660.63,,something,something,something,673.02,673.4
the,the,the,660.63,660.73,,you,you,you,673.4,673.51
Gumshoe,Gumshoe,<unk>,660.73,660.84,,want,want,want,673.51,673.71
gang,gang,gang,661.11,661.32,,to,to,to,673.72,673.83
was,was,was,661.32,661.44,,tell,tell,tell,673.83,674.13
up,up,up,661.44,661.61,,us?,us,us,674.13,674.47
to.,to,to,661.61,661.89,,Emily,Emily,emily,675.37,675.68
What's,What's,what's,662.639999,662.839999,,started,started,started,675.679999,676.009999
all,all,all,662.839999,662.949999,,to,to,to,676.01,676.1
the,the,the,662.95,663.08,,cry.,cry,cry,676.099999,676.599999
excitement,excitement,excitement,663.08,663.67,,I'm,I'm,i'm,677.349999,677.589999
over,over,over,663.67,663.85,,sorry.,sorry,sorry,677.59,678.13
here?,here,here,663.849999,664.439999,,I,I,i,678.24,678.42
Alex,Alex,alex,665.309999,665.589999,,took,took,took,678.42,678.64
was,was,was,665.59,665.71,,Coco.,Coco,coco,678.65,679.12
about,about,about,665.709999,666.029999,,It,It,it,679.27,679.45
to,to,to,666.029999,666.109999,,was,was,was,679.45,679.63
tell,tell,tell,666.109999,666.369999,,me.,me,me,679.639999,680.069999
"her,",her,her,666.37,666.64,,But,But,but,680.87,681.06
but,but,but,666.73,666.94,,why?,why,why,681.059999,681.629999
Tully,Tully,tully,666.94,667.27,,Caleb,Caleb,caleb,681.87,682.28
narrowed,narrowed,narrowed,667.27,667.69,,asked.,asked,asked,682.279999,682.679999
her,her,her,667.69,667.87,,Emily,Emily,emily,683.34,683.69
eyes,eyes,eyes,667.87,668.07,,sniffed.,sniffed,sniffed,683.690001,684.210001
at,at,at,668.07,668.17,,Because,Because,because,684.88,685.37
him.,him,him,668.17,668.41,,my,my,my,685.72,685.94
Just,Just,just,669.35,669.62,,turtle,turtle,turtle,685.97,686.35
"then,",then,then,669.62,669.9,,ran,ran,ran,686.35,686.55
Tully,Tully,tully,670.22,670.48,,away.,away,away,686.55,687.03
noticed,noticed,noticed,670.48,670.76,,On,On,on,687.45,687.63
something,something,something,670.76,671.15,,"Tuesday,",Tuesday,tuesday,687.66,688.3
about,about,about,671.16,671.43,,I,I,i,688.36,688.48
Megan's,Megan's,<unk>,671.43,671.81,,took,took,took,688.48,688.7
black,black,black,671.86,672.22,,Bubbles,Bubbles,bubbles,688.7,689
V-neck,Vneck,<unk>,672.63,672.64,,out,out,out,689,689.17
sweater.,sweater,sweater,672.64,673.09,,to,to,to,689.17,689.27
She,She,she,673.93,674.17,,play,play,play,689.27,689.52
reached,reached,reached,674.17,674.5,,in,in,in,689.52,689.63
over,over,over,674.5,674.83,,my,my,my,689.63,689.75
and,and,and,674.86,675.03,,"backyard,",backyard,backyard,689.76,690.43
plucked,plucked,plucked,675.03,675.36,,so,so,so,690.56,690.66
off,off,off,675.36,675.53,,he,he,he,690.68,690.75
a,a,a,675.55,675.64,,could,could,could,690.76,690.89
short,short,short,675.639999,676.189999,,have,have,have,690.9,691.1
white,white,white,676.36,676.84,,some,some,some,691.1,691.27
hair.,hair,hair,676.94,677.45,,fun,fun,fun,691.27,691.48
Ewwwww!,Ewwwww,<unk>,678.22,678.94,,in,in,in,691.48,691.58
What,What,what,679.37,679.65,,the,the,the,691.58,691.68
is,is,is,679.77,680.06,,sunshine.,sunshine,sunshine,691.68,692.32
that?,that,that,680.11,680.58,,I,I,i,692.98,693.16
Megan,Megan,megan,681.13,681.44,,thought,thought,thought,693.17,693.47
squealed.,squealed,<unk>,681.44,681.93,,he,he,he,693.469999,693.569999
Tully,Tully,tully,682.59,682.88,,was,was,was,693.57,693.74
held,held,held,682.889999,683.109999,,taking,taking,taking,693.74,694.04
it,it,it,683.109999,683.209999,,a,a,a,694.04,694.09
between,between,between,683.209999,683.509999,,nap,nap,nap,694.09,694.51
her,her,her,683.51,683.63,,so,so,so,694.83,694.96
fingertips,fingertips,fingertips,683.629999,684.199999,,I,I,i,694.96,695.04
with,with,with,684.199999,684.379999,,went,went,went,695.04,695.23
one,one,one,684.38,684.56,,inside,inside,inside,695.23,695.63
hand,hand,hand,684.56,684.88,,for,for,for,695.63,695.75
and,and,and,685.059999,685.199999,,a,a,a,695.75,695.81
picked,picked,picked,685.2,685.47,,drink,drink,drink,695.809999,696.039999
up,up,up,685.47,685.64,,of,of,of,696.04,696.18
one,one,one,685.64,685.77,,water.,water,water,696.179999,696.599999
of,of,of,685.77,685.87,,I,I,i,697.23,697.36
the,the,the,685.87,685.94,,guess,guess,guess,697.36,697.71
white,white,white,685.94,686.22,,turtles,turtles,turtles,697.74,698.08
hairs,hairs,hairs,686.22,686.54,,can,can,can,698.08,698.23
stuck,stuck,stuck,686.55,686.86,,move,move,move,698.23,698.45
to,to,to,686.86,687.02,,really,really,really,698.469999,698.789999
the,the,the,687.02,687.13,,fast,fast,fast,698.79,699.24
knees,knees,knees,687.13,687.41,,when,when,when,699.24,699.34
of,of,of,687.41,687.55,,they,they,they,699.339999,699.449999
her,her,her,687.55,687.7,,want,want,want,699.45,699.71
own,own,own,687.73,688.01,,"to,",to,to,699.71,700.02
pants.,pants,pants,688.02,688.49,,because,because,because,700.449999,700.709999
She,She,she,688.92,689.09,,when,when,when,700.709999,700.869999
put,put,put,689.09,689.28,,I,I,i,700.869999,700.949999
them,them,them,689.28,689.45,,came,came,came,700.959999,701.209999
side,side,side,689.45,689.7,,back,back,back,701.209999,701.409999
by,by,by,689.71,689.88,,"outside,",outside,outside,701.43,702.07
side.,side,side,689.89,690.29,,he,he,he,702.16,702.44
"Voila,",Voila,voila,691.41,691.65,,was,was,was,702.440001,702.650001
a,a,a,692.13,692.25,,gone.,gone,gone,702.65,703.15
match!,match,match,692.25,692.95,,I,I,i,703.86,703.97
Tully,Tully,tully,693.59,693.78,,looked,looked,looked,703.97,704.2
exclaimed.,exclaimed,<unk>,694.4,694.41,,everywhere.,everywhere,everywhere,704.25,704.98
Megan,Megan,megan,695.3,695.58,,I,I,i,705.67,705.79
made,made,made,695.58,695.74,,knew,knew,knew,705.79,705.99
a,a,a,695.74,695.8,,I'd,I'd,i'd,705.99,706.11
face,face,face,695.8,696.17,,get,get,get,706.11,706.23
like,like,like,696.17,696.33,,in,in,in,706.23,706.34
she'd,she'd,she'd,696.33,696.54,,big,big,big,706.36,706.6
just,just,just,696.54,696.75,,trouble,trouble,trouble,706.61,707
had,had,had,696.75,696.87,,when,when,when,707,707.13
a,a,a,696.87,696.93,,my,my,my,707.13,707.26
bite,bite,bite,696.929999,697.209999,,parents,parents,parents,707.26,707.66
of,of,of,697.23,697.35,,found,found,found,707.67,707.93
a,a,a,697.349999,697.409999,,out.,out,out,707.93,708.14
sour,sour,sour,697.41,697.93,,And,And,and,708.66,708.84
lemon.,lemon,lemon,697.95,698.45,,I,I,i,708.84,708.91
"Megan,",Megan,megan,699.24,699.7,,missed,missed,missed,708.91,709.16
do,do,do,700.09,700.18,,Bubbles,Bubbles,bubbles,709.16,709.58
you,you,you,700.18,700.28,,so,so,so,709.59,709.82
know,know,know,700.279999,700.409999,,much.,much,much,709.82,710.31
whose,whose,whose,700.41,700.65,,I'm,I'm,i'm,710.83,710.99
hairs,hairs,hairs,700.65,700.96,,very,very,very,710.99,711.29
these,these,these,700.959999,701.169999,,sorry.,sorry,sorry,711.29,711.81
are?,are,are,701.17,701.44,,I,I,i,712.139999,712.249999
Tully,Tully,tully,701.91,702.22,,felt,felt,felt,712.25,712.51
"asked,",asked,asked,702.23,702.6,,terrible,terrible,terrible,712.51,712.93
obviously,obviously,obviously,702.74,703.21,,this,this,this,712.929999,713.069999
knowing,knowing,knowing,703.21,703.48,,whole,whole,whole,713.07,713.28
the,the,the,703.48,703.66,,time.,time,time,713.28,713.83
answer,answer,answer,703.66,703.96,,When,When,when,715.099999,715.259999
already.,already,already,703.96,704.42,,did,did,did,715.259999,715.389999
I,I,i,705.26,705.37,,you,you,you,715.389999,715.529999
don't,don't,don't,705.37,705.56,,do,do,do,715.53,715.75
knowu2026,knowu2026,<unk>,706.12,706.13,,it?,it,it,715.75,715.96
they,they,they,706.65,706.81,,Alex,Alex,alex,716.36,716.71
could,could,could,706.81,707.03,,asked.,asked,asked,716.71,717.08
be,be,be,707.03,707.17,,When,When,when,717.78,717.95
from,from,from,707.17,707.63,,I,I,i,717.95,718.02
anywhere!,anywhere,anywhere,707.66,708.29,,heard,heard,heard,718.02,718.23
Megan,Megan,megan,708.76,709.06,,Mr,Mr,mr,718.23,718.52
replied.,replied,replied,709.06,709.58,,Hornswoggle,Hornswoggle,<unk>,718.52,718.79
But,But,but,710.17,710.33,,was,was,was,719.129999,719.299999
they,they,they,710.33,710.51,,going,going,going,719.299999,719.499999
aren't,aren't,aren't,710.559999,710.829999,,to,to,to,719.5,719.58
from,from,from,710.84,711.08,,be,be,be,719.59,719.68
anywhere.,anywhere,anywhere,711.09,711.62,,away,away,away,719.68,719.94
These,These,these,711.96,712.19,,from,from,from,719.940001,720.110001
hairs,hairs,hairs,712.19,712.51,,the,the,the,720.109999,720.219999
prove,prove,prove,712.57,713.06,,library,library,library,720.22,720.79
you,you,you,713.059999,713.149999,,all,all,all,720.82,721.01
were,were,were,713.15,713.26,,afternoon,afternoon,afternoon,721.01,721.41
at,at,at,713.259999,713.369999,,on,on,on,721.41,721.56
the,the,the,713.41,713.53,,"Wednesday,",Wednesday,wednesday,721.56,722.14
scene,scene,scene,713.53,713.95,,I,I,i,722.41,722.54
of,of,of,713.96,714.13,,thought,thought,thought,722.54,722.74
the,the,the,714.13,714.23,,it,it,it,722.74,722.8
crime!,crime,crime,714.24,714.82,,was,was,was,722.8,722.92
Megan,Megan,megan,715.639999,715.969999,,the,the,the,722.92,723.06
looked,looked,looked,715.969999,716.149999,,answer,answer,answer,723.1,723.45
at,at,at,716.15,716.29,,to,to,to,723.45,723.61
Tully,Tully,tully,716.29,716.77,,all,all,all,723.67,723.93
and,and,and,717.04,717.22,,of,of,of,723.93,724.05
then,then,then,717.219999,717.349999,,my,my,my,724.05,724.21
at,at,at,717.349999,717.449999,,troubles.,troubles,troubles,724.23,724.82
the,the,the,717.45,717.54,,I,I,i,725.38,725.55
two,two,two,717.54,717.75,,sneaked,sneaked,sneaked,725.55,725.9
white,white,white,717.75,718,,away,away,away,725.9,726.16
hairs.,hairs,hairs,718,718.52,,during,during,during,726.16,726.43
What,What,what,719.129999,719.309999,,"lunch,",lunch,lunch,726.43,726.84
are,are,are,719.309999,719.369999,,taking,taking,taking,727,727.3
you,you,you,719.369999,719.489999,,my,my,my,727.3,727.45
even,even,even,719.49,719.77,,cheese,cheese,cheese,727.45,727.76
talking,talking,talking,719.77,720.26,,stick,stick,stick,727.76,728
about?,about,about,720.28,720.64,,with,with,with,728,728.16
Megan's,Megan's,<unk>,721.27,721.63,,me,me,me,728.16,728.27
face,face,face,721.63,721.96,,to,to,to,728.27,728.37
looked,looked,looked,721.96,722.15,,snack,snack,snack,728.37,728.76
panicky.,panicky,panicky,722.18,722.79,,on.,on,on,728.76,729.06
These,These,these,723.41,723.85,,I,I,i,729.84,729.94
hairs,hairs,hairs,723.86,724.32,,was,was,was,729.94,730.1
prove,prove,prove,724.38,724.89,,putting,putting,putting,730.11,730.36
you,you,you,724.99,725.1,,Coco,Coco,coco,730.36,730.75
were,were,were,725.1,725.24,,in,in,in,730.75,730.89
at,at,at,725.24,725.38,,my,my,my,730.889999,731.019999
the,the,the,725.38,725.52,,backpack,backpack,backpack,731.02,731.6
scene,scene,scene,725.52,725.89,,when,when,when,731.63,731.83
of,of,of,725.91,726.01,,I,I,i,731.83,731.89
the,the,the,726.05,726.16,,heard,heard,heard,731.889999,732.079999
crime.,crime,crime,726.16,726.67,,a,a,a,732.08,732.12
One,One,one,727.26,727.52,,"noise,",noise,noise,732.12,732.65
hair,hair,hair,727.52,727.8,,so,so,so,733.139999,733.299999
is,is,is,727.8,727.98,,I,I,i,733.299999,733.379999
from,from,from,727.98,728.21,,crept,crept,crept,733.41,733.64
your,your,your,728.21,728.41,,behind,behind,behind,733.639999,733.959999
"sweater,",sweater,sweater,728.41,728.86,,one,one,one,733.96,734.07
and,and,and,729.25,729.38,,of,of,of,734.07,734.17
the,the,the,729.38,729.53,,the,the,the,734.17,734.25
other,other,other,729.57,729.92,,bookcases.,bookcases,bookcases,734.25,734.99
came,came,came,729.94,730.2,,Megan,Megan,megan,735.799999,736.139999
from,from,from,730.2,730.33,,came,came,came,736.139999,736.349999
the,the,the,730.33,730.45,,in,in,in,736.35,736.45
library,library,library,730.45,730.97,,to,to,to,736.449999,736.539999
carpet.,carpet,carpet,730.969999,731.509999,,play,play,play,736.539999,736.679999
And,And,and,732.08,732.26,,with,with,with,736.68,736.83
they're,they're,they're,732.259999,732.409999,,Howard.,Howard,howard,736.83,737.33
both,both,both,732.44,732.86,,As,As,as,737.779999,737.949999
from,from,from,732.95,733.16,,soon,soon,soon,737.949999,738.189999
Howard,Howard,howard,733.2,733.74,,as,as,as,738.190001,738.300001
the,the,the,733.77,733.93,,she,she,she,738.299999,738.469999
hamster!,hamster,hamster,733.929999,734.599999,,"left,",left,left,738.47,738.81
Tully,Tully,tully,735.289999,735.409999,,I,I,i,738.85,738.99
said,said,said,735.58,735.83,,ran,ran,ran,738.99,739.3
with,with,with,735.83,735.96,,right,right,right,739.3,739.59
a,a,a,735.96,736.01,,out,out,out,739.64,739.82
grin,grin,grin,736.01,736.43,,of,of,of,739.82,739.99
knowing,knowing,knowing,736.52,736.84,,there.,there,there,739.99,740.27
that,that,that,736.84,737.01,,And,And,and,740.38,740.54
she,she,she,737.01,737.17,,that's,that's,that's,740.54,740.73
was,was,was,737.17,737.38,,it.,it,it,740.73,741.07
the,the,the,737.4,737.52,,Except,Except,except,741.63,742.11
greatest,greatest,greatest,737.52,737.95,,Coco,Coco,coco,742.45,742.79
detective,detective,detective,737.949999,738.519999,,is,is,is,742.79,742.91
in,in,in,738.54,738.72,,acting,acting,acting,742.91,743.26
Watson,Watson,watson,738.73,739.16,,funny.,funny,funny,743.26,743.65
Elementary.,Elementary,elementary,739.17,739.81,,He-,He,he,744.1,744.78
Javier's,Javier's,<unk>,740.51,740.84,,I,I,i,745.08,745.35
mouth,mouth,mouth,740.92,741.19,,mean,mean,mean,745.35,745.65
fell,fell,fell,741.19,741.43,,she,she,she,745.65,746.11
open.,open,open,741.43,741.8,,#NAME?,is,is,746.44,746.61
Wow.,Wow,wow,742.33,742.89,,not,not,not,746.61,746.77
That's,That's,that's,743.48,743.73,,eating,eating,eating,746.77,747.02
amazing.,amazing,amazing,743.73,744.48,,the,the,the,747.02,747.11
Megan,Megan,megan,745.36,745.68,,food,food,food,747.11,747.38
blew,blew,blew,745.68,745.86,,I'm,I'm,i'm,747.38,747.48
a,a,a,745.86,745.92,,giving,giving,giving,747.49,747.8
puff,puff,puff,745.92,746.15,,her.,her,her,747.8,748.11
of,of,of,746.15,746.28,,She,She,she,748.49,748.68
air,air,air,746.28,746.48,,seems,seems,seems,748.679999,749.019999
out,out,out,746.49,746.59,,really,really,really,749.02,749.42
of,of,of,746.59,746.7,,unhappy.,unhappy,unhappy,749.42,750.12
her,her,her,746.7,746.81,,And,And,and,750.53,750.69
cheeks.,cheeks,cheeks,746.809999,747.259999,,I,I,i,750.69,750.75
"Okay,",Okay,okay,747.639999,748.419999,,just,just,just,750.75,750.9
fine.,fine,fine,748.42,748.99,,want,want,want,750.9,751.05
I,I,i,749.349999,749.519999,,Coco,Coco,coco,751.07,751.36
snuck,snuck,snuck,749.52,749.81,,to,to,to,751.36,751.47
into,into,into,749.809999,749.999999,,be,be,be,751.48,751.62
the,the,the,750,750.14,,okay.,okay,okay,751.62,752.15
library,library,library,750.139999,750.819999,,Lyra,Lyra,<unk>,752.839999,752.849999
during,during,during,750.86,751.16,,put,put,put,753.17,753.32
lunch,lunch,lunch,751.16,751.58,,her,her,her,753.32,753.42
because,because,because,751.67,751.93,,arm,arm,arm,753.42,753.65
I,I,i,751.929999,752.059999,,around,around,around,753.65,753.86
knew,knew,knew,752.07,752.42,,Emily's,Emily's,emily's,753.87,754.23
Mr,Mr,mr,752.44,752.81,,shoulder.,shoulder,shoulder,754.23,754.78
Hornswoggle,Hornswoggle,<unk>,752.809999,753.459999,,It's,It's,it's,755.309999,755.489999
wasn't,wasn't,wasn't,753.54,753.79,,"okay,",okay,okay,755.49,755.84
in,in,in,753.799999,753.999999,,Emily.,Emily,emily,755.84,756.33
there,there,there,754,754.16,,We,We,we,756.75,756.88
to,to,to,754.16,754.25,,just,just,just,756.88,757.02
catch,catch,catch,754.25,754.52,,need,need,need,757.02,757.12
me.,me,me,754.52,754.73,,to,to,to,757.15,757.23
Are,Are,are,755.16,755.23,,bring,bring,bring,757.23,757.41
